country,countrycode2,countrycode3,governingbody,Squad,Gender,Comp,From,To,Comps,Champs,Other Names,clubid
Poland,pl,POL,UEFA,KS Amica Wronki,M,"",2002-2003,2005-2006,4,0,"",1632f10a
Poland,pl,POL,UEFA,KS Cracovia,M,Ekstraklasa,2003-2004,2019-2020,15,0,"",6e7c9b0b
Poland,pl,POL,UEFA,KS Górnik Polkowice,M,"",2003-2004,2003-2004,1,0,"",503a8516
Poland,pl,POL,UEFA,KS Górnik Zabrze,M,Ekstraklasa,2002-2003,2019-2020,16,0,"",d2f21b23
Poland,pl,POL,UEFA,KS Lechia Gdańsk,M,Ekstraklasa,2008-2009,2019-2020,12,0,"",5d36c8f0
Poland,pl,POL,UEFA,KS Polonia Bytom,M,"",2007-2008,2010-2011,4,0,"",f643ff77
Poland,pl,POL,UEFA,KS Polonia Warsaw,M,"",2000-2001,2012-2013,9,0,"",f5ee0e3d
Poland,pl,POL,UEFA,KS Ruch Chorzów,M,"",2002-2003,2016-2017,11,0,"",c39b0fab
Poland,pl,POL,UEFA,KSZO Ostrowiec Świętokrzyski,M,"",2001-2002,2002-2003,1,0,"",495cfe9a
Poland,pl,POL,UEFA,Legia Warsaw,M,Ekstraklasa,2002-2003,2019-2020,18,6,"",a73408a7
Poland,pl,POL,UEFA,MKS Arka Gdynia,M,Ekstraklasa,2005-2006,2019-2020,9,0,"",d51bc6dd
Poland,pl,POL,UEFA,MKS Miedź Legnica,M,"",2018-2019,2018-2019,1,,"",f9d984b0
Poland,pl,POL,UEFA,MKS Pogoń Szczecin,M,Ekstraklasa,2002-2003,2019-2020,12,0,"",8a3f95b9
Poland,pl,POL,UEFA,MKS Sandecja Nowy Sącz,M,"",2017-2018,2017-2018,1,0,"",9c6df172
Poland,pl,POL,UEFA,MKS Świt Nowy Dwór Mazowiecki,M,"",2002-2003,2003-2004,1,0,"",f9757edc
Poland,pl,POL,UEFA,Odra Wodzisław Śląski,M,"",2002-2003,2009-2010,8,0,"",42b20b09
Poland,pl,POL,UEFA,Raków Częstochowa,M,Ekstraklasa,2019-2020,2019-2020,1,,RKS,e0b3aa47
Poland,pl,POL,UEFA,RKS Radomsko,M,"",2001-2002,2001-2002,0,0,"",43975fd7
Poland,pl,POL,UEFA,RTS Widzew Łódź,M,"",1999-2000,2013-2014,8,0,"",2232debd
Poland,pl,POL,UEFA,SP Zawisza Bydgoszcz,M,"",2013-2014,2014-2015,2,0,"",25a0a787
Poland,pl,POL,UEFA,Szczakowianka Jaworzno,M,"",2001-2002,2002-2003,1,0,"",cc3ba936
Poland,pl,POL,UEFA,TS Podbeskidzie Bielsko-Biała,M,"",2011-2012,2015-2016,5,0,"",a4500116
Poland,pl,POL,UEFA,Wisła Kraków,M,Ekstraklasa,2001-2002,2019-2020,18,6,"",162ec40d
Poland,pl,POL,UEFA,Wisła Płock,M,Ekstraklasa,2002-2003,2019-2020,9,0,"",fe423bcc
Poland,pl,POL,UEFA,WKS Śląsk Wrocław,M,Ekstraklasa,2008-2009,2019-2020,12,1,"",c582b57f
Poland,pl,POL,UEFA,Zagłębie Sosnowiec,M,"",2007-2008,2018-2019,2,0,"",6c5ba565
Poland,pl,POL,UEFA,ŁKS Łódź,M,Ekstraklasa,2006-2007,2019-2020,5,0,"",7211a410
Portugal,pt,POR,UEFA,Académica de Coimbra,M,"",2002-2003,2015-2016,14,0,"",0a6f766c
Portugal,pt,POR,UEFA,Boavista FC,M,Primeira Liga,1999-2000,2019-2020,12,0,"",37b7e9e2
Portugal,pt,POR,UEFA,Braga,F,"",2019-2020,2019-2020,0,0,SC Feminino,856cc63a
Portugal,pt,POR,UEFA,CA Ouriense,F,"",2014-2015,2014-2015,0,0,"",80d009b1
Portugal,pt,POR,UEFA,CD Aves,M,Primeira Liga,2006-2007,2019-2020,4,0,"",cfdb925a
Portugal,pt,POR,UEFA,CD Feirense,M,"",2011-2012,2018-2019,4,0,"",a995609f
Portugal,pt,POR,UEFA,CD Nacional,M,"",2002-2003,2018-2019,16,0,"",5c9eb756
Portugal,pt,POR,UEFA,CD Santa Clara,M,Primeira Liga,2002-2003,2019-2020,3,0,"",f5b64cb1
Portugal,pt,POR,UEFA,CD Tondela,M,Primeira Liga,2015-2016,2019-2020,5,0,"",e442fa76
Portugal,pt,POR,UEFA,CD Trofense,M,"",2008-2009,2008-2009,1,0,"",debbbea9
Portugal,pt,POR,UEFA,CF Benfica Feminino,F,"",2015-2016,2016-2017,0,,CF Benfica,1ef82c05
Portugal,pt,POR,UEFA,CF Estrela da Amadora,M,"",2003-2004,2008-2009,5,0,"",0cb9f756
Portugal,pt,POR,UEFA,CF Os Belenenses,M,Primeira Liga,2002-2003,2019-2020,15,0,"",19dc476f
Portugal,pt,POR,UEFA,CF União,M,"",2015-2016,2015-2016,1,0,"",0dcdf6f4
Portugal,pt,POR,UEFA,CS Marítimo,M,Primeira Liga,2002-2003,2019-2020,18,0,"",c1b0f61b
Portugal,pt,POR,UEFA,FC Alverca,M,"",2003-2004,2003-2004,1,0,"",8bbf8a25
Portugal,pt,POR,UEFA,FC Arouca,M,"",2013-2014,2016-2017,4,0,"",0d36ddd4
Portugal,pt,POR,UEFA,FC Famalicão,M,Primeira Liga,2019-2020,2019-2020,1,,"",2de656d5
Portugal,pt,POR,UEFA,FC Paços de Ferreira,M,Primeira Liga,2002-2003,2019-2020,16,0,"",f6af6f6f
Portugal,pt,POR,UEFA,FC Penafiel,M,"",2004-2005,2014-2015,3,0,"",58da0475
Portugal,pt,POR,UEFA,FC Porto,M,Primeira Liga,1999-2000,2019-2020,18,10,"",5e876ee6
Portugal,pt,POR,UEFA,GD Chaves,M,"",2016-2017,2018-2019,3,0,"",bf4e8a13
Portugal,pt,POR,UEFA,GD Estoril Praia,M,"",2004-2005,2017-2018,7,0,"",00c41b75
Portugal,pt,POR,UEFA,Gil Vicente FC,M,Primeira Liga,2002-2003,2019-2020,9,0,"",6a329209
Portugal,pt,POR,UEFA,Leixões SC,M,"",2007-2008,2009-2010,3,0,"",e3eda96c
Portugal,pt,POR,UEFA,Moreirense FC,M,Primeira Liga,2002-2003,2019-2020,10,0,"",e4502862
Portugal,pt,POR,UEFA,Naval 1º de Maio,M,"",2005-2006,2010-2011,6,0,"",9c71e683
Portugal,pt,POR,UEFA,Portimonense SC,M,Primeira Liga,2010-2011,2019-2020,4,0,"",a549d6c6
Portugal,pt,POR,UEFA,Rio Ave FC,M,Primeira Liga,2003-2004,2019-2020,15,0,"",eea856da
Portugal,pt,POR,UEFA,SC Beira-Mar,M,"",2002-2003,2012-2013,7,0,"",2042bd53
Portugal,pt,POR,UEFA,SC Braga,M,Primeira Liga,2002-2003,2019-2020,18,0,"",69d84c29
Portugal,pt,POR,UEFA,SC Olhanense,M,"",2009-2010,2013-2014,5,0,"",edd72164
Portugal,pt,POR,UEFA,SL Benfica,M,Primeira Liga,2002-2003,2019-2020,18,7,"",a77c513e
Portugal,pt,POR,UEFA,Sporting CP,F,"",2017-2018,2018-2019,0,,"",0d683475
Portugal,pt,POR,UEFA,Sporting CP,M,Primeira Liga,2000-2001,2019-2020,18,0,"",13dc44fd
Portugal,pt,POR,UEFA,UD Leiria,M,"",2002-2003,2011-2012,9,0,"",d15a7c1e
Portugal,pt,POR,UEFA,Varzim SC,M,"",2002-2003,2002-2003,1,0,"",7f81750f
Portugal,pt,POR,UEFA,Vitória de Guimarães,M,Primeira Liga,2002-2003,2019-2020,17,0,"",3f319bc9
Portugal,pt,POR,UEFA,Vitória de Setúbal,M,Primeira Liga,2002-2003,2019-2020,17,0,"",4cb59dcf
Puerto Rico,pr,PUR,CONCACAF,Puerto Rico FC,M,,2016,2017,2,0,,7a646b77
Puerto Rico,pr,PUR,CONCACAF,Puerto Rico Islanders,M,,2004,2012,9,1,,793c62d4
Réunion,re,REU,CAF,AS Sainte-Suzanne,M,,2018-2019,2018-2019,0,0,,95b04c1c
Romania,ro,ROU,UEFA,ACF Gloria Bistrița,M,"",2006-2007,2012-2013,6,0,"",dc84a956
Romania,ro,ROU,UEFA,ACS Poli Timișoara,M,"",2013-2014,2017-2018,4,0,"",e56d8d26
Romania,ro,ROU,UEFA,ACS Sepsi OSK Sfântu Gheorghe,M,Liga I,2017-2018,2019-2020,3,0,"",4aee1804
Romania,ro,ROU,UEFA,AFC Chindia Târgoviște,M,Liga I,2017-2018,2019-2020,1,0,"",deda22cf
Romania,ro,ROU,UEFA,AFC Săgeata Năvodari,M,"",2013-2014,2013-2014,1,0,"",b64d8e8f
Romania,ro,ROU,UEFA,AS Progresul București,M,"",2006-2007,2006-2007,1,0,FC Naţional București,fb98f7ab
Romania,ro,ROU,UEFA,ASA Târgu Mureș,M,"",2010-2011,2016-2017,5,0,FCM Târgu Mureș,c7d6f62e
Romania,ro,ROU,UEFA,ASC Corona Brașov,M,"",2013-2014,2013-2014,1,0,"",ac9f8d74
Romania,ro,ROU,UEFA,ASC Daco-Getica București,M,"",2017-2018,2017-2018,1,0,Juventus București,5fe322c2
Romania,ro,ROU,UEFA,ASC Oțelul Galați,M,"",2006-2007,2014-2015,9,1,FC Oțelul Galați,86edb46e
Romania,ro,ROU,UEFA,CFR Cluj,M,Liga I,2006-2007,2019-2020,14,5,"",ff04e205
Romania,ro,ROU,UEFA,CS Concordia Chiajna,M,"",2011-2012,2018-2019,8,0,"",1c1174e5
Romania,ro,ROU,UEFA,CS Gaz Metan Mediaș,M,Liga I,2008-2009,2019-2020,11,0,"",45f87065
Romania,ro,ROU,UEFA,CS Mioveni,M,"",2007-2008,2011-2012,2,0,CS Dacia Mioveni,965e2322
Romania,ro,ROU,UEFA,CS Otopeni,M,"",2008-2009,2008-2009,1,0,"",1ce7e240
Romania,ro,ROU,UEFA,CS Pandurii Târgu Jiu,M,"",2006-2007,2016-2017,11,0,"",46554cb7
Romania,ro,ROU,UEFA,CS Turnu Severin,M,"",2012-2013,2012-2013,1,0,"",13ce373b
Romania,ro,ROU,UEFA,CS Universitatea Craiova,M,Liga I,2014-2015,2019-2020,6,0,"",1eebf7c3
Romania,ro,ROU,UEFA,CSM Ceahlăul Piatra Neamț,M,"",2006-2007,2014-2015,7,0,FC Ceahlăul Piatra Neamț,a3f0d381
Romania,ro,ROU,UEFA,CSM Jiul Petroșani,M,"",2006-2007,2006-2007,1,0,CS Jiul Petroșani,8e80dda6
Romania,ro,ROU,UEFA,CSU Voința Sibiu,M,"",2011-2012,2011-2012,1,0,"",6651c373
Romania,ro,ROU,UEFA,FC Academica Clinceni,M,Liga I,2019-2020,2019-2020,1,,"",1e3f180f
Romania,ro,ROU,UEFA,FC Argeș Pitești,M,"",2006-2007,2008-2009,2,0,"",abdef23c
Romania,ro,ROU,UEFA,FC Astra Giurgiu,M,Liga I,2009-2010,2019-2020,11,1,FC Astra Ploiești,12d53956
Romania,ro,ROU,UEFA,FC Botoșani,M,Liga I,2013-2014,2019-2020,7,0,"",d921c99f
Romania,ro,ROU,UEFA,FC Dinamo București,M,Liga I,2000-2001,2019-2020,14,1,"",4472d406
Romania,ro,ROU,UEFA,FC Dunărea Călărași,M,"",2018-2019,2018-2019,1,,AFC Dunărea 2005 Călăraşi,a50e6831
Romania,ro,ROU,UEFA,FC Internațional Curtea de Argeș,M,"",2009-2010,2009-2010,1,0,"",689601fb
Romania,ro,ROU,UEFA,FC Petrolul Ploiești,M,"",2011-2012,2015-2016,5,0,"",4f30dd8b
Romania,ro,ROU,UEFA,FC Politehnica Iași,M,"",2006-2007,2009-2010,4,0,"",61c58b65
Romania,ro,ROU,UEFA,FC Politehnica Iași,M,Liga I,2012-2013,2019-2020,7,0,"CSM Politehnica Iași,CSM Studențesc Iași",c12c3ccf
Romania,ro,ROU,UEFA,FC Politehnica Timișoara,M,"",2006-2007,2010-2011,5,0,"",e3846284
Romania,ro,ROU,UEFA,FC Rapid București,M,"",1999-2000,2014-2015,8,0,"",099e0a8b
Romania,ro,ROU,UEFA,FC Sibiu,M,Liga I,2018-2019,2019-2020,2,0,FC Hermannstadt,d7e82505
Romania,ro,ROU,UEFA,FC Sportul Studențesc București,M,"",2010-2011,2011-2012,2,0,"",863a4f4f
Romania,ro,ROU,UEFA,FC Unirea Alba Iulia,M,"",2009-2010,2009-2010,1,0,"",89d806a5
Romania,ro,ROU,UEFA,FC Unirea Urziceni,M,"",2006-2007,2010-2011,5,1,"",ef6395f6
Romania,ro,ROU,UEFA,FC Universitatea Cluj,M,"",2007-2008,2018-2019,6,0,"",aba482e2
Romania,ro,ROU,UEFA,FC Universitatea Craiova,M,"",2006-2007,2010-2011,5,0,"",8e23de35
Romania,ro,ROU,UEFA,FC UTA Arad,M,"",2006-2007,2016-2017,2,0,FC UTA Bătrâna Doamnă,a862ea1d
Romania,ro,ROU,UEFA,FC Vaslui,M,"",2006-2007,2013-2014,8,0,"",15eb76d7
Romania,ro,ROU,UEFA,FC Victoria Brăneşti,M,"",2010-2011,2010-2011,1,0,"",8258e7d4
Romania,ro,ROU,UEFA,FC Viitorul Constanța,M,Liga I,2012-2013,2019-2020,8,1,"",4fffe901
Romania,ro,ROU,UEFA,FC Voluntari,M,Liga I,2015-2016,2019-2020,5,0,"",34078b64
Romania,ro,ROU,UEFA,FCSB,M,Liga I,2001-2002,2019-2020,14,3,FC Steaua București,aed59852
Romania,ro,ROU,UEFA,FCU Olimpia Cluj,F,"",2014-2015,2019-2020,0,0,CFF Olimpia Cluj-Napoca,10c6ba21
Romania,ro,ROU,UEFA,SCM Gloria Buzău,M,"",2007-2008,2008-2009,2,0,FC Gloria Buzău,688ab4da
Romania,ro,ROU,UEFA,SR Brașov,M,"",2008-2009,2014-2015,7,0,FC Brașov,36ef1f2e
Romania,ro,ROU,UEFA,SSC Farul Constanța,M,"",2006-2007,2008-2009,3,0,FC Farul Constanța,43886f90
Russia,ru,RUS,UEFA,FC Akhmat Grozny,M,Russian Premier League,2005,2019-2020,13,0,FC Terek Grozny,8aa1135c
Russia,ru,RUS,UEFA,FC Alania Vladikavkaz,M,"",2001,2012-2013,7,0,"",7ecc9918
Russia,ru,RUS,UEFA,FC Amkar Perm,M,"",2004,2017-2018,14,0,"",2022960d
Russia,ru,RUS,UEFA,FC Anzhi Makhachkala,M,"",2001,2018-2019,10,0,"",d31db70e
Russia,ru,RUS,UEFA,FC Arsenal Tula,M,Russian Premier League,2014-2015,2019-2020,5,0,"",0bca3a9e
Russia,ru,RUS,UEFA,FC Chernomorets Novorossiysk,M,"",2001,2003,2,0,"",5a5f1623
Russia,ru,RUS,UEFA,FC Dynamo Moscow,M,Russian Premier League,2001,2019-2020,18,0,"",541a280b
Russia,ru,RUS,UEFA,FC Fakel Voronezh,M,"",2001,2001,1,0,"",7617f493
Russia,ru,RUS,UEFA,FC Khimki,M,"",2007,2009,3,0,"",224b0274
Russia,ru,RUS,UEFA,FC Krasnodar,M,Russian Premier League,2011-2012,2019-2020,9,0,"",fa11a9cc
Russia,ru,RUS,UEFA,FC Kuban Krasnodar,M,"",2004,2015-2016,8,0,"",820212f6
Russia,ru,RUS,UEFA,FC Lokomotiv Moscow,M,Russian Premier League,2000-2001,2019-2020,19,3,"",5a8dc328
Russia,ru,RUS,UEFA,FC Luch Vladivostok,M,"",2006,2008,3,0,FC Luch-Energiya Vladivostok,02a87aa6
Russia,ru,RUS,UEFA,FC Mordovia Saransk,M,"",2012-2013,2015-2016,3,0,"",b5545093
Russia,ru,RUS,UEFA,FC Moscow,M,"",2001,2009,9,0,"FC Torpedo-Metallurg,FC Torpedo-ZIL Moscow",444f6dbc
Russia,ru,RUS,UEFA,FC Nizhny Novgorod,M,"",2011-2012,2018-2019,0,0,"",c28444cc
Russia,ru,RUS,UEFA,FC Orenburg,M,Russian Premier League,2016-2017,2019-2020,3,0,FK Orenburg,555a9123
Russia,ru,RUS,UEFA,FC Rostov,M,Russian Premier League,2001,2019-2020,18,0,"",d60423ef
Russia,ru,RUS,UEFA,FC Rotor Volgograd,M,"",2001,2004,4,0,"",257195fa
Russia,ru,RUS,UEFA,FC Rubin Kazan,M,Russian Premier League,2003,2019-2020,17,2,"",5625a7da
Russia,ru,RUS,UEFA,FC Saturn Ramenskoye,M,"",2001,2010,10,0,"",88df7b5c
Russia,ru,RUS,UEFA,FC Shinnik Yaroslavl,M,"",2002,2011-2012,6,0,"",f19e6fb8
Russia,ru,RUS,UEFA,FC Sibir Novosibirsk,M,"",2010,2010-2011,1,0,"",5a5c232c
Russia,ru,RUS,UEFA,FC SKA-Khabarovsk,M,"",2012-2013,2017-2018,1,0,"",11d0b7e6
Russia,ru,RUS,UEFA,FC Spartak Moscow,M,Russian Premier League,1999-2000,2019-2020,19,2,"",8c635914
Russia,ru,RUS,UEFA,FC Tambov,M,Russian Premier League,2017-2018,2019-2020,1,0,"",3264f876
Russia,ru,RUS,UEFA,FC Tom Tomsk,M,"",2005,2018-2019,9,0,"",333b38c4
Russia,ru,RUS,UEFA,FC Torpedo Moscow,M,"",2001,2014-2015,7,0,"",1d05e8ab
Russia,ru,RUS,UEFA,FC Tosno,M,"",2014-2015,2017-2018,1,0,"",65dca1fd
Russia,ru,RUS,UEFA,FC Ufa,M,Russian Premier League,2013-2014,2019-2020,6,0,"",ec7fdeb7
Russia,ru,RUS,UEFA,FC Ural,M,Russian Premier League,2013-2014,2019-2020,7,0,"",1920cf18
Russia,ru,RUS,UEFA,FC Uralan Elista,M,"",2002,2003,2,0,"",3d74c828
Russia,ru,RUS,UEFA,FC Volga Nizhny Novgorod,M,"",2011-2012,2013-2014,3,0,"",b8d56b71
Russia,ru,RUS,UEFA,FC Volgar Astrakhan,M,"",2015-2016,2015-2016,0,0,"",c342f0ee
Russia,ru,RUS,UEFA,FC Yenisey Krasnoyarsk,M,"",2016-2017,2018-2019,1,0,"",842dd2de
Russia,ru,RUS,UEFA,FC Zenit Saint Petersburg,M,Russian Premier League,2001,2019-2020,19,5,"",98ce363d
Russia,ru,RUS,UEFA,FC Zorky Krasnogorsk,F,"",2015-2016,2015-2016,0,0,FK Zorky Krasnogorsk,5c5b2614
Russia,ru,RUS,UEFA,FK Ryazan-VDV,F,"",2014-2015,2019-2020,0,0,"",feb66a71
Russia,ru,RUS,UEFA,PFC CSKA Moscow,M,Russian Premier League,1999-2000,2019-2020,19,6,"",f0c0c2c2
Russia,ru,RUS,UEFA,PFC Krylia Sovetov Samara,M,Russian Premier League,2001,2019-2020,17,0,FK Krylia Sovetov Samara,483ffd93
Russia,ru,RUS,UEFA,PFC Sochi,M,Russian Premier League,2019-2020,2019-2020,1,,PFK Sochi,011c18c5
Russia,ru,RUS,UEFA,PFC Sokol Saratov,M,"",2001,2002,2,0,"",9b7636d4
Russia,ru,RUS,UEFA,PFC Spartak Nalchik,M,"",2006,2012-2013,6,0,"",1c12b81d
Russia,ru,RUS,UEFA,WFC Chertanovo,F,"",2019-2020,2019-2020,0,0,"",9f44dae3
Russia,ru,RUS,UEFA,WFC Rossiyanka,F,"",2016-2017,2017-2018,0,0,"",816f2ae9
Russia,ru,RUS,UEFA,Zvezda-2005 Perm,F,"",2014-2015,2018-2019,0,0,Zvezda 2005 Perm,82a7cabd
San Marino,sm,SMR,UEFA,AC Juvenes/Dogana,M,,2009-2010,2015-2016,0,,"",633ae161
San Marino,sm,SMR,UEFA,AC Libertas,M,,2012-2013,2014-2015,0,,"",1286546c
San Marino,sm,SMR,UEFA,S.P. La Fiorita,M,,2012-2013,2019-2020,0,,SP La Fiorita,6de42722
San Marino,sm,SMR,UEFA,S.P. Tre Fiori,M,,2009-2010,2019-2020,0,,SP Tre Fiori,017bcbe4
San Marino,sm,SMR,UEFA,S.P. Tre Penne,M,,2010-2011,2019-2020,0,,SP Tre Penne,aaffe678
San Marino,sm,SMR,UEFA,SC Faetano,M,,2010-2011,2010-2011,0,,"",2f62b860
San Marino,sm,SMR,UEFA,SS Folgore Falciano Calcio,M,,2014-2015,2018-2019,0,,"",c582b1da
San Marino,sm,SMR,UEFA,SS Murata,M,,2007-2008,2008-2009,0,,"",38658f29
Saudi Arabia,sa,KSA,AFC,Abha Club,M,Saudi Professional League,2019-2020,2019-2020,1,,,9892d3af
Saudi Arabia,sa,KSA,AFC,Al-Adalah FC,M,Saudi Professional League,2019-2020,2019-2020,1,,,7be91482
Saudi Arabia,sa,KSA,AFC,Al-Ahli Saudi FC,M,Saudi Professional League,2014-2015,2019-2020,6,1,,cb45d9cb
Saudi Arabia,sa,KSA,AFC,Al-Batin FC,M,"",2016-2017,2018-2019,3,,,0f6fb948
Saudi Arabia,sa,KSA,AFC,Al-Ettifaq FC,M,Saudi Professional League,2016-2017,2019-2020,4,,,11be4c0a
Saudi Arabia,sa,KSA,AFC,Al-Faisaly FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,d6bfd124
Saudi Arabia,sa,KSA,AFC,Al-Fateh FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,769d9b07
Saudi Arabia,sa,KSA,AFC,Al-Fayha FC,M,Saudi Professional League,2017-2018,2019-2020,3,,,9cc24b7e
Saudi Arabia,sa,KSA,AFC,Al-Hazem FC,M,Saudi Professional League,2018-2019,2019-2020,2,,,ad326e5f
Saudi Arabia,sa,KSA,AFC,Al-Hilal Saudi FC,M,Saudi Professional League,2014-2015,2019-2020,6,2,,972e2539
Saudi Arabia,sa,KSA,AFC,Al-Ittihad FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,e00d111d
Saudi Arabia,sa,KSA,AFC,Al-Khaleej FC,M,"",2014-2015,2016-2017,3,,,0bd39f2b
Saudi Arabia,sa,KSA,AFC,Al-Nassr FC,M,Saudi Professional League,2014-2015,2019-2020,6,2,,6baef27f
Saudi Arabia,sa,KSA,AFC,Al-Orobah FC,M,"",2014-2015,2014-2015,1,,,9efd3253
Saudi Arabia,sa,KSA,AFC,Al-Qadsiah FC,M,"",2015-2016,2018-2019,4,,,a23dde6d
Saudi Arabia,sa,KSA,AFC,Al-Ra'ed FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,9e60e560
Saudi Arabia,sa,KSA,AFC,Al-Shabab FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,84bbaea6
Saudi Arabia,sa,KSA,AFC,Al-Shoulla FC,M,"",2014-2015,2014-2015,1,,,d71f77bf
Saudi Arabia,sa,KSA,AFC,Al-Taawoun FC,M,Saudi Professional League,2014-2015,2019-2020,6,,,776909d3
Saudi Arabia,sa,KSA,AFC,Al-Wehda FC,M,Saudi Professional League,2015-2016,2019-2020,4,,,928d3821
Saudi Arabia,sa,KSA,AFC,Damac FC,M,Saudi Professional League,2019-2020,2019-2020,1,,,e570aeff
Saudi Arabia,sa,KSA,AFC,Hajer FC,M,"",2014-2015,2015-2016,2,,,59e4ec4a
Saudi Arabia,sa,KSA,AFC,Najran SC,M,"",2014-2015,2015-2016,2,,,ed8b650a
Saudi Arabia,sa,KSA,AFC,Ohod Club,M,"",2017-2018,2018-2019,2,,,e74ebb9e
Scotland,sco,SCO,UEFA,Aberdeen FC,M,Scottish Premiership,2000-2001,2019-2020,20,0,"",8bbab7cf
Scotland,sco,SCO,UEFA,Airdrieonians FC,M,"",2008-2009,2012-2013,3,0,Airdrie United FC,5d817a64
Scotland,sco,SCO,UEFA,Alloa Athletic FC,M,Scottish Championship,2013-2014,2019-2020,5,0,"",20f2ebda
Scotland,sco,SCO,UEFA,Arbroath FC,M,Scottish Championship,2019-2020,2019-2020,1,,"",09921eac
Scotland,sco,SCO,UEFA,Ayr United FC,M,Scottish Championship,2009-2010,2019-2020,5,0,"",282655b3
Scotland,sco,SCO,UEFA,Brechin City FC,M,"",2017-2018,2017-2018,1,0,"",839adc71
Scotland,sco,SCO,UEFA,Celtic FC,M,Scottish Premiership,2000-2001,2019-2020,20,14,"",b81aa4fa
Scotland,sco,SCO,UEFA,Clyde FC,M,"",2007-2008,2008-2009,2,0,"",5d3c1caf
Scotland,sco,SCO,UEFA,Cowdenbeath FC,M,"",2010-2011,2014-2015,4,0,"",d95471e9
Scotland,sco,SCO,UEFA,Dumbarton FC,M,"",2012-2013,2017-2018,6,0,"",0e2a0737
Scotland,sco,SCO,UEFA,Dundee FC,M,Scottish Championship,2000-2001,2019-2020,18,1,"",00032902
Scotland,sco,SCO,UEFA,Dundee United FC,M,Scottish Championship,2000-2001,2019-2020,20,0,"",e986ece7
Scotland,sco,SCO,UEFA,Dunfermline Athletic FC,M,Scottish Championship,2000-2001,2019-2020,17,1,"",4577342f
Scotland,sco,SCO,UEFA,Falkirk FC,M,"",2005-2006,2018-2019,14,0,"",7e3a56c4
Scotland,sco,SCO,UEFA,Glasgow City FC,F,"",2014-2015,2019-2020,0,0,"",39abd503
Scotland,sco,SCO,UEFA,Greenock Morton FC,M,Scottish Championship,2007-2008,2019-2020,12,0,"",0e268336
Scotland,sco,SCO,UEFA,Gretna FC,M,"",2007-2008,2007-2008,1,0,"",5d88e3bb
Scotland,sco,SCO,UEFA,Hamilton Academical FC,M,Scottish Premiership,2007-2008,2019-2020,13,1,"",7a899329
Scotland,sco,SCO,UEFA,Heart of Midlothian FC,M,Scottish Premiership,2000-2001,2019-2020,20,1,"",7c77b0bc
Scotland,sco,SCO,UEFA,Hibernian FC,M,Scottish Premiership,2000-2001,2019-2020,20,1,"",f3aacc58
Scotland,sco,SCO,UEFA,Hibernian LFC,F,"",2016-2017,2019-2020,0,0,"",c07cf5b5
Scotland,sco,SCO,UEFA,Inverness Caledonian Thistle FC,M,Scottish Championship,2004-2005,2019-2020,16,1,"",4463fecb
Scotland,sco,SCO,UEFA,Kilmarnock FC,M,Scottish Premiership,2000-2001,2019-2020,20,0,"",25f1fd26
Scotland,sco,SCO,UEFA,Livingston FC,M,Scottish Premiership,2001-2002,2019-2020,15,0,"",16ebf136
Scotland,sco,SCO,UEFA,Motherwell FC,M,Scottish Premiership,2000-2001,2019-2020,20,0,"",9d04848a
Scotland,sco,SCO,UEFA,Partick Thistle FC,M,Scottish Championship,2002-2003,2019-2020,15,1,"",e4563d62
Scotland,sco,SCO,UEFA,Queen of the South FC,M,Scottish Championship,2007-2008,2019-2020,12,0,"",9d33239e
Scotland,sco,SCO,UEFA,Raith Rovers FC,M,"",2009-2010,2016-2017,8,0,"",a6a39d55
Scotland,sco,SCO,UEFA,Rangers FC,M,Scottish Premiership,1999-2000,2019-2020,18,6,"",86b7acd2
Scotland,sco,SCO,UEFA,Ross County FC,M,Scottish Premiership,2008-2009,2019-2020,12,2,"",a5298e9f
Scotland,sco,SCO,UEFA,St Johnstone FC,M,Scottish Premiership,2000-2001,2019-2020,15,1,"",dd289621
Scotland,sco,SCO,UEFA,St Mirren FC,M,Scottish Premiership,2000-2001,2019-2020,15,1,"",3568ad4c
Scotland,sco,SCO,UEFA,Stirling Albion FC,M,"",2007-2008,2010-2011,2,0,"",55c392e4
Serbia,rs,SRB,UEFA,FK Banat Zrenjanin,M,"",2008-2009,2008-2009,1,0,"",1e663e60
Serbia,rs,SRB,UEFA,FK Borac Čačak,M,"",2006-2007,2017-2018,8,0,"",3d34cf05
Serbia,rs,SRB,UEFA,FK BSK Borča,M,"",2009-2010,2012-2013,4,0,"",d8683ddf
Serbia,rs,SRB,UEFA,FK Čukarički,M,Serbian SuperLiga,2008-2009,2019-2020,10,0,"",42e847bc
Serbia,rs,SRB,UEFA,FK Dinamo Vranje,M,"",2018-2019,2018-2019,1,0,"",e982e0a9
Serbia,rs,SRB,UEFA,FK Donji Srem,M,"",2012-2013,2014-2015,3,0,"",7bca8b3a
Serbia,rs,SRB,UEFA,FK Hajduk Kula,M,"",2008-2009,2012-2013,5,0,"",05419192
Serbia,rs,SRB,UEFA,FK Inđija,M,Serbian SuperLiga,2010-2011,2019-2020,2,0,"",697fa142
